PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
NF4TF,2k3r1/pp1b1R2/4p3/2p1q3/4P3/1BP3r1/PP3QP1/R5K1 w - - 0 24,a1d1 g3g2 f2g2 g8g2,952,89,95,758,advantage fork master middlegame short,https://lichess.org/gdsSSWqe#47,
2cuqs,5rk1/1b1nqrpp/4p3/p1p1P3/PpPp1P2/1P1Q1N2/4NRPP/R5K1 w - - 1 22,f3g5 e7g5 f4g5 f7f2,1868,77,92,588,crushing middlegame short,https://lichess.org/I50putZh#43,
cPHiX,5b2/1b2n1p1/3k4/pB3p2/Pp3P2/3Pp2Q/N1r2qPP/R5RK b - - 9 31,c2a2 a1a2 f2a2 h3e3,1522,76,83,2141,advantage middlegame short,https://lichess.org/XiLFhZYR/black#62,
gEXEu,3q1rk1/1b2bpp1/p2ppn2/1p4B1/2rPP3/P1N2N2/1P1Q1PPP/3R1RK1 b - - 1 17,b7e4 g5f6 e4f3 f6e7 d8e7 g2f3,1606,75,89,2192,crushing long middlegame,https://lichess.org/bMeUuKgU/black#34,Sicilian_Defense Sicilian_Defense_Alapin_Variation
LEAOP,r7/5kbR/3qb1p1/1pp1ppP1/1n6/3PBN2/PP1NQP2/2K5 b - - 3 23,b4d3 e2d3 d6d3 f3e5 f7g8 h7g7 g8g7 e5d3,2083,77,89,673,advantage deflection middlegame pin sacrifice veryLong,https://lichess.org/iqm9UXv7/black#46,
IRIvs,8/1p5k/p6p/3Bnp2/P1P5/7P/1P5K/8 b - - 1 50,b7b6 a4a5 b6a5 c4c5 e5d7 c5c6,2290,75,93,3353,crushing endgame long quietMove,https://lichess.org/8Z5x2vF2/black#100,
Lc8Fv,4r1k1/5pp1/7p/3q4/8/2Q2RP1/P4PPK/8 w - - 9 37,c3b3 d5h5 h2g1 e8e1,1008,77,100,67,endgame master mate mateIn2 short,https://lichess.org/X0GYaih7#73,
i0VDU,6k1/5p2/2p1p1pp/3b4/1R1B2P1/p1P4P/7K/r7 b - - 1 38,a3a2 b4b8 g8h7 b8h8,1255,81,82,64,endgame mate mateIn2 operaMate short,https://lichess.org/BKvWFFVv/black#76,
FDEQ4,8/8/2k5/p4p1p/P1pP1P1P/8/2K5/8 b - - 4 39,c6d5 c2c3 d5e4 c3c4 e4f4 d4d5 f4g3 d5d6 f5f4 d6d7,1009,88,100,36,advancedPawn crushing endgame pawnEndgame quietMove veryLong zugzwang,https://lichess.org/yVQBJ9vV/black#78,
XN3Ou,6k1/1p3ppp/1qp1b3/3B4/3N4/1PQ4P/r4PP1/4R1K1 b - - 0 26,c6d5 c3c8 e6c8 e1e8,1895,79,87,158,backRankMate endgame mate mateIn2 sacrifice short,https://lichess.org/GK8krdvh/black#52,
Hg9d3,r1bqkb1r/pppp1pp1/2n4p/4p3/2BP4/2P2Q2/PP3PPP/RNB1R1K1 b kq - 0 8,d7d6 f3f7,697,112,80,404,attackingF2F7 mate mateIn1 oneMove opening,https://lichess.org/TBFRAQK1/black#16,Italian_Game Italian_Game_Anti-Fried_Liver_Defense
aQAZ4,k1b5/2q2r2/p1p5/2Pp4/4p3/8/P3Q1PP/1R3R1K w - - 16 32,e2h5 f7h7 h5h7 c7h7,1555,75,92,667,crushing endgame short,https://lichess.org/2KaOGUXk#63,
TWUfE,3r2k1/ppp2p1p/1q4pQ/3r4/8/7R/PP3PPP/5RK1 b - - 1 26,d5h5 h3h5 g6h5 h6g5 b6g6 g5d8,1426,76,91,916,crushing endgame fork long,https://lichess.org/UDKqM7Yy/black#52,
Clnqz,rnbq2k1/p3bRp1/1p1p4/2pPp1pQ/2P1P3/2NBB3/PP4PP/6K1 b - - 1 18,d8e8 f7g7 g8g7 h5e8,1234,80,92,2602,crushing discoveredAttack kingsideAttack middlegame short,https://lichess.org/MxMKFBXK/black#36,Vulture_Defense Vulture_Defense_Other_variations
1ik31,1q2r2k/1r4pp/4Pp2/5N2/8/1p6/pQ3PPP/B3R1K1 b - - 5 35,e8c8 f5g7 b7g7 b2f6 b3b2 a1b2,2303,88,85,204,capturingDefender crushing long middlegame,https://lichess.org/RZPLdAow/black#70,
FCEhn,8/R7/3p1rk1/3P2pb/4B3/8/5P2/5K2 b - - 3 39,g6h6 a7h7,806,92,81,220,endgame mate mateIn1 oneMove operaMate,https://lichess.org/UxjkOfSq/black#78,
o8lPI,4r1k1/1pQ2pp1/5q1p/3R4/8/7P/PP3PP1/6K1 w - - 0 29,c7b7 e8e1 g1h2 f6f4 g2g3 f4f2,979,83,89,293,endgame long mate mateIn3,https://lichess.org/bA8pxL3u#57,
ow6KI,r1bqrnk1/pp2bp2/2p1pR1Q/6N1/3P4/2NB4/PPP3PP/R5K1 b - - 0 14,e7f6 d3h7 f8h7 h6h7 g8f8 h7f7,1269,74,95,24130,kingsideAttack long mate mateIn3 middlegame,https://lichess.org/IVlnkbr5/black#28,Blackmar-Diemer_Gambit Blackmar-Diemer_Gambit_Ziegler_Defense
KxSFV,7r/Q1p1b1p1/2qkppbp/p1Np4/3P4/2P1PNP1/P4PP1/K2R3R w - - 1 28,c5a6 c6c3,724,111,95,305,mate mateIn1 middlegame oneMove,https://lichess.org/tVS4AtE3#55,
v6QEi,r1b3k1/ppQrbpp1/7p/8/3q2n1/8/PP1BBPPP/RN3RK1 w - - 1 17,d2c3 d4f2 f1f2 d7c7 e2g4 c8g4,2217,86,89,606,advantage kingsideAttack long middlegame,https://lichess.org/r8qrXTA5#33,French_Defense French_Defense_Exchange_Variation
6pU6l,8/8/8/6K1/8/6pk/7r/5R2 b - - 1 55,g3g2 f1f3,1075,77,81,279,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/5d735zkb/black#110,
bvYxc,4rr1k/pp3pp1/1q1b3p/1b1p1B2/8/2P1P3/PPQN1PPP/R3K2R w KQ - 3 18,f5d3 e8e3 f2e3 b6e3 e1d1 b5d3,1532,79,94,17358,crushing long middlegame sacrifice,https://lichess.org/ikYaNtqn#35,Indian_Defense Indian_Defense_London_System
sGYRr,8/R2nQppk/1Pp2n2/2Pp2qp/3P4/5P1P/5PK1/8 w - - 7 30,g2h2 f6g4 h3g4 g5e7,1788,76,95,18742,crushing discoveredAttack endgame short,https://lichess.org/thJvHZgE#59,
vx3lF,8/p5kp/6p1/8/4PQ2/1K3P1q/PP6/8 w - - 4 50,f4g4 h3g4 f3g4 h7h5 g4h5 g6h5,1342,76,88,353,crushing endgame long queenEndgame,https://lichess.org/vjuUvoh2#99,
anZTL,5rk1/p1pP1ppp/1p6/n7/8/2P2P2/PP3P1P/4R1K1 b - - 0 22,f8d8 e1e8 d8e8 d7e8q,575,100,82,605,advancedPawn endgame mate mateIn2 promotion short,https://lichess.org/qOIcxnxs/black#44,
4sCvE,1rr3kb/4p2p/p2pbnpB/4q1Q1/8/3B1P2/1PP3P1/2KN2RR w - - 0 25,d3g6 e5g5 h6g5 h7g6 h1h8 g8h8,1825,74,85,115,advantage intermezzo long middlegame,https://lichess.org/9mMbdwZa#49,
gcUZR,r3k2r/2q2ppp/bp1bpn2/2p5/Pp3B1Q/1P1P1N2/2P1BPPP/R4RK1 w kq - 6 22,h4g3 d6f4 g3g7 e8e7,2284,78,84,147,crushing defensiveMove middlegame short,https://lichess.org/nLyslP21#43,
plR7V,k1qr4/5n1r/1P1p2p1/Q3p2p/1B2P3/5p2/8/6K1 b - - 1 37,a8b8 a5a7,966,78,90,58,endgame master mate mateIn1 oneMove,https://lichess.org/Yb2jxsEo/black#74,
rsug4,3r1k1r/p3bp2/1p6/3q1p2/2p5/2QPB1Pp/PP1K1P1P/3R1R2 b - - 1 27,d5b5 c3h8,726,112,95,1244,hangingPiece master mate mateIn1 middlegame oneMove,https://lichess.org/1n2EIrJf/black#54,
VpROU,6k1/5pp1/p2pr2p/1p6/1P1Qn3/P7/4r1PP/3R1K2 b - - 5 27,e4d2 d1d2 e2d2 d4d2,824,114,96,1174,advantage endgame short,https://lichess.org/lOactHmf/black#54,
qAE6Z,6k1/5pp1/1p5p/pN6/P1pP4/3n2PP/1P1R1PK1/1r6 w - - 9 33,d4d5 d3e1 g2f1 e1f3 f1e2 f3d2,1361,80,95,25978,crushing discoveredAttack discoveredCheck endgame long,https://lichess.org/HciD5h1O#65,
wJkFD,1B5R/4kppp/8/1p6/p2p4/4nbPK/7P/3R4 w - - 0 36,d1d4 f3g2 h3h4 e3f5 h4g4 f5d4,1365,77,95,26097,advantage endgame fork long,https://lichess.org/nLWi3wip#71,
ASKOj,3r2k1/p1b2b1p/1p1q4/3B4/2P3p1/1P3N2/P3Q1P1/4R2K w - - 0 28,d5f7 g8f7 f3e5 d6e5 e2e5 c7e5,1974,74,88,221,advantage long middlegame,https://lichess.org/bMUCzW7j#55,
VnRr4,r4b1r/ppp4k/2np3p/6qb/4N1N1/3P2P1/PPP3P1/R2QR1K1 b - - 3 21,g5g4 e4f6 h7g6 f6g4,856,105,93,625,crushing fork middlegame short,https://lichess.org/5R5Vq6CT/black#42,
Wnc2Z,4r1k1/p4ppp/8/2B5/3pq3/QP4Pb/P2RPK1P/2R5 w - - 0 27,c1g1 e4e3 f2e1 e3g1,1259,76,94,197,deflection fork mate mateIn2 middlegame short,https://lichess.org/IR3HZ4tD#53,
dUamC,8/1Q3B2/6P1/5q2/2pP4/4P3/3n1PK1/2k5 w - - 1 44,b7d5 f5g4 g2h1 g4h3 h1g1 d2f3 d5f3 h3f3,1776,75,94,2289,crushing endgame veryLong,https://lichess.org/Qz0uVJdR#87,
Q37z8,8/5ppp/4p3/4k3/R1n5/2P1PB2/5rPP/2K5 b - - 12 37,c4e3 a4e4 e5d6 e4e3,1038,75,88,262,advantage endgame fork short,https://lichess.org/gZqJnug9/black#74,
ADt9l,2r3k1/p1R2ppp/4b3/1Q6/N6q/3Pr3/P5PP/5RK1 b - - 0 26,c8c7 b5e8,959,85,100,50,master mate mateIn1 middlegame oneMove,https://lichess.org/LifqlQbz/black#52,
cNxwj,5k2/6b1/3N4/8/1K6/2r5/4R3/8 b - - 12 70,c3h3 e2e8,1073,163,100,13,endgame master mate mateIn1 oneMove,https://lichess.org/xbv7ley3/black#140,
vftMI,8/p4Rk1/1p5p/5r1P/P3N3/1K1P4/1PP5/8 b - - 0 38,g7f7 e4d6 f7f6 d6f5,703,94,94,157,crushing endgame fork short,https://lichess.org/4DZIEJbo/black#76,
GE7zy,rnb1r1k1/pp1pBpq1/3Pp1p1/2p4B/7P/5R2/P4PP1/R1Q2K2 b - - 2 21,b8c6 e7f6 g7h7 h5g4,2325,84,83,74,crushing middlegame short,https://lichess.org/GluOUnAK/black#42,
v8aeA,1R3nk1/p4ppp/2r2p2/5N2/4p3/P5P1/5P1P/6K1 b - - 3 26,g7g6 f5e7 g8g7 e7c6,1075,77,80,225,advantage endgame fork short,https://lichess.org/hMggYbbA/black#52,
xfp5I,5rk1/p1R3pp/b1p1pr2/2q2p2/2p5/2N5/PP2QPPP/3R2K1 b - - 9 20,f6f7 e2e6 a6c8 c7c8 f8c8 e6c8,2054,78,91,9780,crushing long middlegame pin,https://lichess.org/OVBk2gX7/black#40,
ZLG1w,r2q1rk1/pb2bpp1/1p2pn1p/2n1P3/3N3B/2NB4/PP3PPP/R2Q1RK1 b - - 0 14,d8d4 d3h7 f6h7 d1d4,1042,80,95,552,advantage discoveredAttack middlegame short,https://lichess.org/DYh3vjsL/black#28,Queens_Gambit_Declined Queens_Gambit_Declined_Orthodox_Defense
ODL3s,3r1rk1/p4pp1/1bp3qp/2N2b2/3PB2n/1P2B3/P4PPP/2RQ1RK1 w - - 13 23,e4f5 g6g2,724,77,100,355,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/RgXhux0A#45,
o7ZZW,2B5/1p6/8/PK6/8/2k2b2/8/8 b - - 6 55,c3d4 b5b6 f3e2 c8b7 d4e5 b7a6,1675,81,93,1753,bishopEndgame crushing endgame long,https://lichess.org/uXoz4mDW/black#110,
Rqz0T,1r2Q1k1/2p2p1p/2p2P1R/p2b4/5Pq1/6P1/1P6/4R1K1 b - - 4 33,b8e8 e1e8,515,84,100,227,endgame mate mateIn1 oneMove,https://lichess.org/XgFKzUBh/black#66,
MpP7B,r2qr1k1/ppp2pp1/3b3p/8/1n1P4/2N1RN2/PP1Q1PPP/R5K1 b - - 0 16,d6f4 e3e8 d8e8 d2f4,907,95,95,1405,advantage discoveredAttack kingsideAttack middlegame short,https://lichess.org/vHPn6zqu/black#32,English_Opening English_Opening_Kings_English_Variation
zB8nJ,k6r/1p3pp1/p1prpn2/P4q2/1P3Q2/5BP1/2P2P2/R3R1K1 w - - 1 25,f4d6 f5f3 d6f8 h8f8,1484,79,89,722,crushing hangingPiece master middlegame short,https://lichess.org/sPwJ77rf#49,
byqva,8/pp6/8/8/4kpp1/4p3/PPP1K2R/8 w - - 2 40,a2a4 f4f3 e2f1 e3e2 h2e2 f3e2,949,89,95,1469,advancedPawn crushing endgame exposedKing long rookEndgame,https://lichess.org/bCtENHSO#79,
Vw1fV,r1bqrk1Q/p1p3p1/1pn1p3/3pP1N1/3P1P2/2P5/P1P3PP/R3K2R b KQ - 6 17,f8e7 h8g7,788,90,95,145,epauletteMate mate mateIn1 middlegame oneMove,https://lichess.org/rAyhjd6Z/black#34,French_Defense French_Defense_MacCutcheon_Variation
SKF5A,r4r1k/ppp3p1/2nbB2p/3p4/4P2q/2P1B3/PPQN1PPP/R4RK1 w - - 1 18,e4d5 h4h2,1019,81,100,61,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/6Nl4Rs56#35,Ponziani_Opening Ponziani_Opening_Ponziani_Countergambit
Zk6Xp,8/4ppk1/3p2p1/7p/3QPq2/8/PP3PK1/8 b - - 2 31,f4e5 d4e5 d6e5 a2a4 g7f6 a4a5,1354,75,100,282,crushing defensiveMove endgame long queenEndgame quietMove,https://lichess.org/hqcjB96L/black#62,
Dc472,8/1p6/8/2P1p3/1Pk5/2P3K1/8/8 b - - 0 44,c4c3 b4b5 e5e4 c5c6 e4e3 c6c7,1662,75,98,396,advancedPawn crushing endgame long pawnEndgame quietMove,https://lichess.org/7MRUtH0E/black#88,
Szyag,4r1k1/pp3p2/2p3p1/1q5p/4Nn2/1P3P2/P2Q1PPP/3R2K1 b - - 3 26,f4d5 e4d6 b5e2 d6e8,2160,86,90,630,crushing endgame fork master short,https://lichess.org/VBOluoVr/black#52,
R2R3H,r5k1/ppp3p1/3b4/5p1B/1n6/2N1P1P1/PPP2PP1/R3K3 w Q - 0 21,h5g6 b4c2 e1e2 c2a1,878,110,100,24,advantage endgame fork short,https://lichess.org/vNhxYbMN#41,
honX1,r4rk1/pp3ppp/2n2q2/3Q4/2Pn4/1B4B1/P2N1P1P/R4R1K w - - 4 22,d2e4 f6f3 h1g1 d4e2,1039,81,95,1032,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/2LBMbUvz#43,
a5l1G,8/8/8/4kpK1/8/7p/6PP/8 w - - 0 50,g2h3 f5f4 g5g4 e5e4 h3h4 f4f3 g4g3 e4e3,1706,79,100,68,crushing defensiveMove endgame pawnEndgame quietMove veryLong,https://lichess.org/TBeZAt4e#99,
rB68C,r2qkb1r/pp4pp/4pn2/2pp2P1/3P4/5Q2/PPP4P/RNB2RK1 b kq - 0 12,f6e4 f3f7,1185,75,96,2104,mate mateIn1 middlegame oneMove,https://lichess.org/cUVT0am4/black#24,Bird_Opening Bird_Opening_Other_variations
0tW9c,4k2r/6p1/2p1p2p/4P3/1nNP4/8/6PP/5RK1 b k - 1 28,b4c2 c4d6 e8d7 f1f7,958,78,88,439,advantage endgame master short,https://lichess.org/zCIo5drP/black#56,
C4nHA,3k3r/1p4p1/2p1P3/1q1p3p/6n1/1P2PQP1/3P3P/5RK1 b - - 1 24,g4f6 f3f4 d8e7 f4c7 e7e6 c7g7,2148,86,91,2151,advantage endgame exposedKing long skewer,https://lichess.org/25TMuAaQ/black#48,
2Tl2U,6k1/8/p6P/1pp1pqP1/2p5/2P1Q3/P5PK/8 w - - 0 29,e3d2 f5f4 d2f4 e5f4,1083,82,90,1286,crushing endgame queenEndgame short,https://lichess.org/fXXgn3Pj#57,
NZRoh,r1b2k1r/1pqn2p1/p2bRn1p/2pN2B1/8/3P1N1P/PPP1QPP1/R4K2 b - - 1 17,f6d5 e6e8 f8f7 e2e6,1322,75,82,748,mate mateIn2 middlegame short triangleMate,https://lichess.org/P5CtTUnA/black#34,Sicilian_Defense Sicilian_Defense_Modern_Variations
7mIUT,2r3k1/2P2pp1/2R1p2p/8/8/4N2n/P7/7K b - - 2 39,g8f8 e3c4 f8e7 c4b6 c8c7 c6c7,1830,75,85,298,advantage endgame long quietMove,https://lichess.org/oujLqt1s/black#78,
wTN7h,3r4/p4k2/1p6/6PN/6P1/1P1r4/P1p3K1/2B1R3 w - - 2 41,h5f4 d3d1 g5g6 f7g8,1868,91,83,39,advantage defensiveMove endgame short,https://lichess.org/LEHMlDe8#81,
LPjnU,8/7k/8/5PKP/2pB4/3b4/p7/8 b - - 0 47,d3f5 g5f5 h7h6 f5g4 c4c3 d4c3,1172,76,100,806,bishopEndgame crushing endgame hangingPiece long,https://lichess.org/TtZ72W6a/black#94,
utIhq,5rk1/pp2b1p1/1q1p2Qp/4p3/8/4PN1P/PP4P1/2R4K b - - 0 24,b6e3 g6e6 g8h7 c1c3 e3e4 e6e7,2600,87,83,150,advantage endgame fork long,https://lichess.org/uQODMIu1/black#48,
bpGja,8/8/5k2/4R3/rp2KP2/8/P7/8 w - - 0 45,e5b5 b4b3 e4f3 b3a2,1165,77,96,4958,advancedPawn crushing discoveredAttack discoveredCheck endgame rookEndgame short,https://lichess.org/Wu5HbRdL#89,
0OQOv,2R5/8/5p2/pk3Pb1/1pp1K3/8/P7/8 w - - 2 37,c8b8 b5a4 e4d4 g5f4 b8b6 c4c3 d4d3 a4a3 b6f6 a3a2,2625,116,86,78,crushing defensiveMove endgame veryLong,https://lichess.org/e1tcJdcs#73,
LX4DT,5B2/5k2/7p/6p1/2p4n/N1Pb2K1/P2r2PP/R3R3 w - - 0 29,a3c4 d2g2 g3h3 d3f5,1329,76,93,4880,mate mateIn2 middlegame short,https://lichess.org/qzJzNmts#57,
ljspv,rn3rk1/pp3ppp/2pbp3/3p4/3P1P2/2P1PN1P/PP3q1N/R1BK3Q b - - 6 15,f7f6 h2g4 f2g3 c1d2 f6f5 d2e1 f5g4 e1g3,1817,76,87,1384,advantage middlegame quietMove trappedPiece veryLong,https://lichess.org/925Ufzy3/black#30,Queens_Pawn_Game Queens_Pawn_Game_Other_variations
QFGve,r1b3k1/pp2q1p1/2p3B1/3pn2p/6nP/2N1P1N1/PPQ1K3/5R2 b - - 0 25,e7h4 g6h7 g8h8 f1f8,1264,76,99,2255,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/d4JlB3dq/black#50,
W5YNz,rnb1r1k1/pp4bp/1q3pp1/4B2P/5Pn1/P1NB1N2/1PP3P1/R2QK2R w KQ - 0 14,h5g6 b6f2,1389,76,83,342,mate mateIn1 middlegame oneMove,https://lichess.org/J1wxJ7Vh#27,Indian_Defense Indian_Defense_Other_variations
6sZY6,4rrk1/ppq2pp1/2p4p/3n1P2/1PP2P2/P4Q2/6BP/R4RK1 b - - 0 22,e8e3 f3f2 f8e8 c4d5,1915,77,91,641,advantage middlegame short,https://lichess.org/NGFyjGjm/black#44,
4Twrf,3r1rk1/p1p2ppp/1p1p4/3P4/4p1n1/2B1P1q1/3Q2N1/R4RK1 b - - 1 24,g4e3 d2e3 g3e3 g2e3,1129,81,95,3857,advantage middlegame short,https://lichess.org/rOM70S97/black#48,
BXAEc,4rrk1/3Q1ppp/p1N1p3/3p1q2/6n1/P1N5/1P3PPP/R3R1K1 w - - 3 24,c6e7 e8e7 d7e7 f5f2 g1h1 f2f4 e7h4 g4f2 h4f2 f4f2,2194,74,92,9978,advantage kingsideAttack middlegame veryLong,https://lichess.org/NLhLVtdb#47,
MLzqC,3r1rk1/1p4pp/pb1q1p2/3p4/3QnN2/1P2P2P/PB3PP1/2RR2K1 w - - 2 22,d4d3 e4f2 d3d5 d6d5,1871,75,84,431,advantage master masterVsMaster middlegame short,https://lichess.org/9FgdYbYt#43,
Zue5t,8/5KP1/8/p2p4/P2P4/3kp1r1/8/4R3 w - - 7 51,g7g8q g3g8 f7g8 d3d4,2142,90,90,400,crushing endgame short,https://lichess.org/GAeTDgVk#101,
HVUt0,4k3/8/3p4/P1p1p3/1p1n2R1/K2P4/P1r5/1RB5 w - - 0 28,a3a4 c2a2 c1a3 a2a3,785,79,80,265,endgame mate mateIn2 short,https://lichess.org/Ho2L46f7#55,
A8QOM,8/6p1/3k1p2/2p2P1p/1p3P1P/1P1K4/P7/8 w - - 4 43,d3c4 d6c6 c4d3 c6d5 d3e3 c5c4 b3c4 d5c4 e3d2 c4d4,1738,76,88,104,crushing defensiveMove endgame pawnEndgame veryLong zugzwang,https://lichess.org/hsz3Fy42#85,
NObvW,4b3/5p2/4p1P1/4P2P/p5B1/5K1P/1k6/8 b - - 0 41,f7g6 h5h6 a4a3 g4e6,2073,74,98,472,bishopEndgame crushing endgame short,https://lichess.org/htvpqm6X/black#82,
z2Pgb,5k2/5pp1/5b1p/4r3/3r4/2RB3P/5PP1/3R2K1 w - - 2 39,d3c2 d4d1 c2d1 e5e1,703,86,81,61,crushing endgame master short,https://lichess.org/AeYBNtQe#77,
F0HuR,rnbq1rk1/1p2ppb1/p1pp4/7p/2BPPNpP/6P1/PPP3PN/R2QK2R w KQ - 0 14,f4h5 d8a5 c2c3 a5h5,1367,77,85,104,advantage fork opening short,https://lichess.org/BFp9V4LS#27,Pirc_Defense Pirc_Defense_Byrne_Variation
zxgBO,6k1/1b3rp1/pQ5p/2R1Np1q/1P6/P3P3/5PPP/2Rr2K1 w - - 5 30,c1d1 h5d1,731,105,94,362,mate mateIn1 middlegame oneMove,https://lichess.org/tedMMBrT#59,
qcRnx,8/6p1/1np3B1/4k1PP/1p1p4/pP6/P1P2K2/8 b - - 0 39,e5f4 h5h6 g7h6 g5h6 f4g5 h6h7,1005,76,94,140,advancedPawn crushing endgame long,https://lichess.org/JadzTFB7/black#78,
aJCZe,6k1/1p3p2/p7/3pQnp1/8/1P2P1pP/P1q1NP2/5K2 w - - 0 38,e2g3 c2d1 f1g2 f5h4 g2h2 h4f3,1784,75,94,704,crushing endgame long master,https://lichess.org/RDxEik3y#75,
RxRVR,r2qrn2/pp2bpkp/5n1B/3p4/5P1P/2PB2Q1/PP1N2P1/3K3R b - - 1 18,g7h6 g3g5,796,88,100,70,mate mateIn1 middlegame oneMove,https://lichess.org/tDWPGMAz/black#36,Trompowsky_Attack Trompowsky_Attack_Classical_Defense
pVwr6,2kr3r/ppp5/8/Q1p1B2p/3n2pP/3P4/PPq5/K2R3R b - - 1 24,d4c6 a5c7,760,100,91,121,mate mateIn1 middlegame oneMove queensideAttack,https://lichess.org/UIyOpDFN/black#48,
x4MhQ,r5k1/p3b1pp/1p2pp2/3b4/1PNN4/2P1P3/1P4PP/R5K1 w - - 2 22,c4b6 a7b6 a1a8 d5a8,1336,77,89,782,advantage endgame hangingPiece short,https://lichess.org/kalyxpoU#43,
vOZL8,3r4/5ppk/1p5p/8/Q1B5/P4N1P/1q3PP1/6K1 w - - 0 29,c4f7 b2c1 g1h2 c1c7,2039,81,90,1322,advantage endgame short,https://lichess.org/ihqKKQlN#57,
jfryh,2r5/2qbppk1/3p2p1/p2Pn2r/1p1Q3P/1N3P2/PPP1B3/1K4RR w - - 2 24,f3f4 c7c2 b1a1 c2e2,1261,75,96,1267,advantage fork middlegame short,https://lichess.org/sqWrVp70#47,
VxFkQ,r1b2rk1/pp2ppbp/3q2p1/3Nn3/4P3/6P1/PP2NPBP/2RQ1RK1 b - - 4 14,e7e6 d5f6 g7f6 d1d6,1083,92,91,2549,crushing discoveredAttack opening short,https://lichess.org/JvZZdPYs/black#28,Neo-Grunfeld_Defense Neo-Grunfeld_Defense_Exchange_Variation
rM6Ke,8/3k4/3P4/2P5/2K1p1p1/4P1P1/n5P1/8 b - - 1 48,a2c1 c4d5 c1e2 c5c6,1209,76,85,317,crushing endgame knightEndgame master short,https://lichess.org/G8f8yDtG/black#96,
h11Tg,r1b2r2/pp2bkp1/1q2pn1p/3p4/3B4/1P1B4/P1P2PPP/RN1QK2R b KQ - 0 13,b6d4 d3g6 f7g6 d1d4,1163,79,88,188,advantage discoveredAttack middlegame short,https://lichess.org/d4Zugsef/black#26,Caro-Kann_Defense Caro-Kann_Defense_Other_variations
fnlrU,8/8/8/P4R2/3p2R1/4k2P/r7/5K2 w - - 4 41,g4g2 a2a1,1007,84,94,187,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/IYiLDaqm#81,
971zs,4rrk1/1p4pp/p7/3p4/3P1N2/1Q1b4/PP1B1R1q/R4K2 w - - 1 25,b3d3 h2h1,866,77,100,242,master mate mateIn1 middlegame oneMove,https://lichess.org/TwZsncHL#49,
sro2j,r1r3k1/3b1ppp/p3p3/3p4/2Pq1P2/P2B4/2PQ2PP/R4R1K b - - 2 18,d5c4 d3h7 g8h7 d2d4,932,75,100,104,crushing discoveredAttack kingsideAttack middlegame short,https://lichess.org/zkv1pYyH/black#36,Sicilian_Defense Sicilian_Defense_Taimanov_Variation
xwT2i,r2qr1k1/pp2bppp/8/n1p1P1Nn/5Bb1/2NB4/PPPQ2PP/4RRK1 b - - 2 14,h5f4 d3h7 g8h8 g5f7 h8h7 f7d8,1994,81,92,10574,crushing deflection fork long middlegame,https://lichess.org/8vC1HghV/black#28,Kings_Gambit Kings_Gambit_Other_variations
Di5Ca,8/2R5/p3rqpk/1p3p1p/1P1p1P1P/6Q1/6P1/7K b - - 3 39,e6e3 g3g5 f6g5 f4g5,895,95,94,1658,endgame mate mateIn2 short,https://lichess.org/kPfcgIm9/black#78,
PsIPK,6k1/1p1q1p2/p1p4p/P5n1/1Q6/2N3P1/1PP2P2/6K1 w - - 0 32,g1g2 d7h3 g2g1 g5f3,1008,75,93,680,endgame master mate mateIn2 short,https://lichess.org/J7zRnukQ#63,
7MYsA,6k1/p4rp1/6Qp/4B3/2b5/1q1N4/6PP/3R3K w - - 11 38,d3f2 b3d1 f2d1 f7f1,1462,76,88,260,backRankMate mate mateIn2 middlegame sacrifice short,https://lichess.org/HczPoGso#75,
SmSYr,8/8/4p3/8/3k4/1P6/1PN3r1/2K5 b - - 1 48,d4d3 c2e1 d3e4 e1g2,1027,95,92,151,crushing endgame fork short,https://lichess.org/0Uo4PzEq/black#96,
WfjHc,7k/4r1p1/p3P1Pp/2R2p2/2p2P1K/8/P3R3/3q4 b - - 7 45,d1g1 c5c8 e7e8 c8e8,525,87,100,127,endgame mate mateIn2 queenRookEndgame short,https://lichess.org/7ndbwp0j/black#90,
giE96,2r2rk1/1p3ppp/p2p4/3N4/4Pq2/1B4R1/PPP2P2/R5K1 b - - 3 22,f4e4 d5f6 g8h8 f6e4,1364,77,94,1503,crushing middlegame pin short,https://lichess.org/l7NZ1Scg/black#44,
wkRyi,5r1k/p5Rp/1p4pB/8/2p3P1/2Pb3P/PP2n2K/3R4 w - - 5 32,g7a7 f8f2 h2h1 d3e4,1547,76,95,7427,endgame mate mateIn2 morphysMate short,https://lichess.org/CutTsSzY#63,
Ws5cD,8/1q4k1/p4p1p/1p4nQ/2P5/1P4Pb/P4P2/R3R2K w - - 6 38,h1h2 b7g2,1085,77,93,338,endgame mate mateIn1 oneMove,https://lichess.org/akBddoI9#75,
OvfEC,5k2/7R/5p1p/6n1/2r1B1P1/7P/5K2/8 w - - 1 47,e4d5 c4c2 f2e3 g5h7,1952,76,91,2620,crushing endgame short,https://lichess.org/RSp8PY0E#93,
