PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
TbVYq,r4rk1/pp3p1p/6p1/3pP3/6nq/P3P3/1P3PB1/R1BQRK2 w - - 3 21,d1f3 g4h2 f1g1 h2f3,1055,81,90,1988,crushing fork middlegame short,https://lichess.org/AHRmcoyH#41,
amHIP,7R/3r1pk1/5npB/3P1Q2/8/6PP/4nPBK/3q4 b - - 0 35,g7h8 f5f6 h8g8 f6g7,1085,77,100,347,hangingPiece mate mateIn2 middlegame short,https://lichess.org/1Cv6POMe/black#70,
g67L3,7r/1k4p1/4b3/2R1p1p1/Q4p2/P2P2P1/5P1P/4r1K1 w - - 0 30,g1g2 e6h3 g2f3 g5g4,1467,76,96,6155,endgame mate mateIn2 short,https://lichess.org/7ROwa0Gm#59,
zBIVu,5rk1/RQ3p1p/4q1p1/1p6/3n3P/1P4P1/5PB1/7K w - - 0 38,g2d5 e6h3 h1g1 d4e2,1734,74,99,712,endgame mate mateIn2 short,https://lichess.org/v62ZFiaj#75,
VBf39,6k1/6pp/R7/4pr2/8/1P6/P6P/6K1 b - - 0 35,f5f6 a6f6 g7f6 a2a4 g8f7 a4a5,1681,75,92,1433,crushing defensiveMove endgame long quietMove rookEndgame,https://lichess.org/QM9MJk3J/black#70,
Nxdde,r4rk1/1pq2pp1/5n1p/p2pb3/P2Bp1b1/2P2PN1/BP2Q1PP/3RR1K1 b - - 0 22,e4f3 e2e5 f3f2 g1f2 c7e5 d4e5 g4d1 e5f6,2583,83,85,92,advantage master middlegame veryLong,https://lichess.org/3GH22msc/black#44,
CAfui,r1b1r1k1/pp3pbp/6p1/q3B2n/5P2/2NB3P/PPP1Q1P1/2KR3R w - - 1 15,h1e1 h5f4 e5f4 e8e2,1606,76,95,3886,advantage middlegame short,https://lichess.org/e6Z5vzYS#29,Indian_Defense Indian_Defense_Other_variations
14Jn5,3q1k2/pp6/6p1/5p1p/4nP2/1QP5/PP4P1/1KB5 w - - 0 32,b3b7 d8d3 b1a1 e4d2 b7b8 f8f7,2151,113,80,48,crushing defensiveMove endgame long quietMove,https://lichess.org/4XAvbUpy#63,
l96CN,8/Pk6/1P2pp2/2Kb3p/5P2/6PP/8/8 b - - 0 50,d5g2 g3g4 h5g4 h3g4 g2f3 g4g5 f6g5 f4g5,1945,75,97,401,bishopEndgame crushing endgame veryLong,https://lichess.org/BZrEPqwE/black#100,
lAasR,r5k1/ppp1qppp/5n2/8/5Q2/2N5/PPP2PPP/3rR1K1 w - - 0 17,c3d1 e7e1,492,109,94,1627,endgame hangingPiece kingsideAttack mate mateIn1 oneMove,https://lichess.org/SXXGoY8D#33,Ruy_Lopez Ruy_Lopez_Steinitz_Defense
e3tc9,2rkr3/pp1n1p1p/3QR1p1/1B6/8/8/P1PK1PPP/8 b - - 0 21,e8e6 d6d7,873,87,96,852,endgame mate mateIn1 oneMove,https://lichess.org/omiunjlO/black#42,
DuYot,5rk1/1p5p/6p1/p2q4/P5N1/3nQ2P/1P5K/R7 b - - 3 27,d3f4 g4h6 g8g7 e3e7 f8f7 e7f7 d5f7 h6f7,2201,76,95,1409,advantage endgame fork veryLong,https://lichess.org/1TDXPafd/black#54,
aumKX,2rq1rk1/4ppb1/p1pp2p1/7p/4P1nP/1BN1B3/PPPQ4/2KR3R w - - 0 16,e3d4 g7h6 d2h6 g4h6,1809,77,91,2902,crushing master middlegame pin short,https://lichess.org/DoQ6MHD8#31,Sicilian_Defense Sicilian_Defense_Dragon_Variation
i7s74,8/p7/b5p1/4p1Qp/2NqPn2/4NPk1/6P1/5K2 b - - 2 43,g3h2 g5h4 f4h3 h4h3,1296,75,82,271,endgame master mate mateIn2 short,https://lichess.org/CoAx9g5T/black#86,
nUopv,1r2r1k1/p4p1p/6pQ/8/2pPB3/2q5/P5PP/R3R1K1 w - - 0 25,h6c1 c3d4 c1e3 e8e4 e3d4 e4d4,1546,75,82,129,advantage long middlegame,https://lichess.org/X8TKRJVv#49,
hYn0H,N1b2rk1/pp1nppbp/3p2p1/2pn4/6PP/5Pq1/PPPBB3/R2Q1KNR w - - 0 14,d2e1 d5e3,873,77,100,235,mate mateIn1 middlegame oneMove,https://lichess.org/ULbUkoVg#27,Pirc_Defense Pirc_Defense_Chinese_Variation
X6K0P,8/1P5p/1Q6/3N2pk/4Pp2/5n2/6KP/6q1 w - - 8 53,g2f3 g1f1 b6f2 g5g4 f3f4 f1f2,2144,83,91,252,crushing deflection endgame long master,https://lichess.org/PhIddyBk#105,
HXiYv,2R5/5Qpk/p3pn1p/3p4/3P1q2/1P5P/P5PK/8 w - - 2 32,h2h1 f4f1 h1h2 f6g4 h3g4 f1f7,1112,83,85,59,crushing discoveredAttack endgame long,https://lichess.org/IBmqjXhi#63,
2e0a1,8/8/8/1p1p3P/1P2bP2/2P3k1/r7/4R1K1 b - - 0 43,a2h2 e1e3 g3f4 e3e4 f4e4 g1h2,1583,78,81,80,endgame,https://lichess.org/REuCj4Pw/black#86,
GyGks,r2q1rk1/4bppp/p1p2nb1/3p4/2PPp1N1/1P5P/PB1N1PP1/R2QR1K1 b - - 1 16,g6h5 g4f6 e7f6 d1h5,937,91,91,127,advantage discoveredAttack kingsideAttack middlegame short,https://lichess.org/1tpvXPUA/black#32,Nimzo-Larsen_Attack Nimzo-Larsen_Attack_English_Variation
7VS3V,5r2/8/8/5k2/7K/8/8/6R1 b - - 10 67,f5f4 g1f1 f4e5 f1f8,974,76,96,1466,crushing endgame rookEndgame short skewer,https://lichess.org/DLJJ3HGs/black#134,
JSk4P,5bk1/3r1p2/p5pp/3P4/P2pP3/8/2r2BPP/3RRK2 w - - 0 29,d1d4 f8c5 e1d1 c5d4,1798,75,87,64,advantage endgame short,https://lichess.org/nL0nsn8M#57,
nzoBy,8/8/4p3/4k1p1/5p2/4P3/7K/7B w - - 0 58,e3e4 g5g4 h1g2 e5d4 e4e5 d4e5,2481,81,85,58,bishopEndgame crushing endgame long quietMove,https://lichess.org/UCP2IOTl#115,
9fW2c,r1r3k1/3b3p/4pnBP/q2pB3/3b4/1P5R/1P2QPP1/1K1N3R w - - 1 25,e5d4 a5a2,896,106,88,253,master mate mateIn1 middlegame oneMove,https://lichess.org/qVSQDTT6#49,
M21zx,6k1/1p4pp/pq1p4/4r3/5Q2/1pPP3P/1P4PK/5R2 b - - 3 25,b6d8 f4f7 g8h8 f7f8 d8f8 f1f8,1165,74,97,5680,backRankMate endgame long mate mateIn3,https://lichess.org/xRjz0qck/black#50,
oUJHd,1r3qr1/1p2n2k/p1p1Pp1p/3p1N1P/2nP1Q2/2P5/P4PP1/1R2R1K1 b - - 1 27,g8g5 f5e7 f8e7 f4b8,1312,76,94,506,advantage middlegame short,https://lichess.org/DcXKsWll/black#54,
ie3LL,5rk1/1p1B3p/p2p4/6q1/2Pppn2/7P/PP1Q1PP1/R4RK1 w - - 1 26,g2g3 f4h3 d7h3 g5d2,973,90,96,495,advantage discoveredAttack kingsideAttack middlegame short,https://lichess.org/vR2sZQxW#51,
M5Ypc,rnQ5/pppp1kbp/6p1/8/8/2P5/PPq2PPP/R1B2KNR w - - 0 11,c8b7 c2d1,1385,78,80,287,mate mateIn1 middlegame oneMove,https://lichess.org/B2DBtvxo#21,Vienna_Game Vienna_Game_Frankenstein-Dracula_Variation
98DyU,8/6p1/6p1/p1kn4/1p6/2p3P1/P3K1P1/5R2 w - - 0 35,e2d3 a5a4 f1f8 b4b3,2115,78,91,937,crushing endgame quietMove short,https://lichess.org/1I80cT9M#69,
tzZks,r1r3k1/3n1ppp/1q1p1b2/pN1P4/2P1pP1P/Q7/PP4P1/1K1R1B1R w - - 6 24,a3d6 b6f2 d6a3 a8b8,2463,96,84,31,crushing master middlegame short,https://lichess.org/wOhHndiy#47,
vkj2W,r3r2k/p1p1q2p/5Rp1/4P3/4Q3/8/P5PP/R6K b - - 1 26,e7e5 f6f8 h8g7 e4e5 e8e5 f8a8,1685,75,86,378,advantage endgame intermezzo long,https://lichess.org/PRhCHFH3/black#52,
liTjS,5rk1/2b3p1/2p1R2p/1p1p4/pK1P1P2/2P3P1/PP5P/8 b - - 0 28,f8f6 e6f6 g7f6 b4c5,1606,76,92,3992,advantage endgame short,https://lichess.org/m6egFJT6/black#56,
HY0QU,6k1/1b4p1/p3pPQp/1pp2B2/P2q2P1/8/6KP/R7 w - - 0 28,g2g3 d4e3 g3h4 e3f2 h4h5 f2h2,1729,75,97,135,endgame long mate mateIn3,https://lichess.org/7c4YOVCZ#55,
Oq5je,6k1/5rp1/pp1bp1qp/2p3n1/P1P1P1R1/6PP/1P2Q2K/R5N1 w - - 3 26,g1f3 f7f3 g4g5 g6f6 g5f5 e6f5 e4e5 f6e5 e2f3 e5b2,2668,84,92,1718,crushing middlegame veryLong,https://lichess.org/LStSH0fc#51,
wmGWM,r1b2rk1/1pq2pp1/p1nb1n2/3pp1N1/3P3Q/P1N1B3/1PP2PPP/R4RK1 b - - 5 18,e5d4 c3d5 d6h2 g1h1 c8f5 d5c7,1990,75,95,11281,advantage long middlegame,https://lichess.org/C3yC1pTe/black#36,Rapport-Jobava_System Rapport-Jobava_System_Other_variations
QwGBC,2r4q/p3k2P/3b1pb1/3p4/8/1QP1P3/1P1N1PP1/2KR3R w - - 1 27,b3d5 c8c3 b2c3 d6a3,1007,80,85,1562,bodenMate mate mateIn2 middlegame queensideAttack sacrifice short,https://lichess.org/VNmmOFGq#53,
UskFu,r3k1r1/1ppqpp2/p1n5/6NQ/3Pn3/4P3/PP3PP1/R1B2RK1 b q - 0 17,g8g5 h5h8 g5g8 h8g8,697,100,93,397,mate mateIn2 middlegame short,https://lichess.org/hE5GsqGm/black#34,Queens_Pawn_Game Queens_Pawn_Game_Other_variations
Jy90X,r6r/p3kpp1/4p3/8/Q1pP4/P1P1Pq1p/7K/1R4R1 b - - 5 31,f3e3 b1b7 e7f8 b7f7 f8f7 a4d7 f7f8 d7g7 f8e8 g7h8,2427,78,92,916,attraction crushing endgame fork sacrifice veryLong,https://lichess.org/qC6ux8bZ/black#62,
Kyu64,r3k2r/pppq1p2/2np2b1/4p1B1/2BP2P1/2P2P2/PP6/R2QR1K1 b kq - 2 18,f7f6 g5f6 d7h7 f6h8,1209,76,81,223,advantage middlegame short,https://lichess.org/ApZj9w7h/black#36,Philidor_Defense Philidor_Defense_Other_variations
PLuPv,6k1/5p1p/3p1pP1/1r1Pq3/4P3/2r4P/6P1/R3QRK1 b - - 0 33,h7g6 a1a8 b5b8 a8b8,702,81,100,99,crushing endgame short,https://lichess.org/CMTwEPgN/black#66,
zkfYz,1kr2b1r/1p2q1pp/p2p1p2/8/5PP1/BP1Qn3/P1P1P2P/2KR1B1R w - - 1 16,a3d6 e7d6 d3d6 f8d6 d1d6 c8c2 c1b1 h8c8 f1h3 c2e2,1680,74,86,739,crushing middlegame quietMove veryLong,https://lichess.org/Hgi66kP7#31,Englund_Gambit Englund_Gambit_Other_variations
3xn8E,rr4Qk/2q1b1np/b5pN/p5P1/1p2P3/P1N1B2P/1P2BP2/1K5R b - - 2 23,b8g8 h6f7,984,81,95,259,mate mateIn1 middlegame oneMove smotheredMate,https://lichess.org/1avTvAZi/black#46,
0DrMF,r7/1b1nkp2/3pp3/p5p1/Q7/4PPB1/P2q2P1/1R3BK1 b - - 3 23,d2e3 g3f2 e3f4 a4f4,1890,75,86,209,advantage defensiveMove middlegame short,https://lichess.org/GkFRatGg/black#46,
NY2Ca,r4r2/1pp3pk/pb2p2p/3pPq2/3P3Q/P1P1BNPP/6P1/5RK1 b - - 8 25,c7c6 f3g5 f5g5 e3g5 f8f1 g1f1,1211,80,89,55,crushing long middlegame pin,https://lichess.org/mP5rfru5/black#50,
vaVxh,8/p5qk/7p/4rp2/1P1QP3/P3RK1P/8/8 w - - 4 38,e4f5 e5f5 f3e4 f5f4 e4f4 g7d4,1526,76,96,12238,advantage attraction deflection endgame exposedKing long,https://lichess.org/0CGBwZwy#75,
geLUt,8/6p1/5r1p/p5p1/Pp2n3/1Pk2PPP/2P1R3/2K5 w - - 0 39,f3e4 f6f1 e2e1 f1e1,1138,191,86,14,endgame mate mateIn2 rookEndgame short,https://lichess.org/jfolVDxW#77,
E74uO,6rk/pQ6/2p1P2P/3n4/3Pp3/7R/PPP2rP1/1Kq5 w - - 0 30,b1c1 f2f1 c1d2 g8g2,1903,80,88,1129,endgame mate mateIn2 short,https://lichess.org/TCp1RHHB#59,
pAWmK,r2qkbnr/1pp2ppb/p3p2p/8/3PPB2/2N2N2/PP3PPP/R2QK2R b KQkq - 0 11,f8b4 d1a4 b7b5 a4b4,1139,78,88,880,advantage fork opening short,https://lichess.org/mz2bhitO/black#22,Queens_Pawn_Game Queens_Pawn_Game_Chigorin_Variation
a7Fzw,8/5p2/6p1/4p1P1/1Q3k1K/8/8/2q5 b - - 1 49,f4f5 b4g4,750,106,96,1734,endgame mate mateIn1 oneMove queenEndgame,https://lichess.org/CYt8nniK/black#98,
OZH1H,2kr3r/pp3ppp/5n2/2b5/N2nP3/qB3P2/P1PBQP1P/1R3RK1 w - - 7 21,e2c4 d4f3 g1g2 f3d2 c4c5 a3c5,1404,76,91,5702,advantage fork long middlegame,https://lichess.org/5n2quRL4#41,
ctHXv,8/p3kp1p/1ppN4/4P3/P5r1/1P4PP/2P5/3K4 b - - 0 30,g4g3 d6f5 e7e6 f5g3,899,96,97,205,advantage endgame fork short,https://lichess.org/JjlArIs5/black#60,
ysDfA,2n3k1/p2r3p/5p2/1PB5/R3PP2/2pp2P1/5R1P/6K1 w - - 0 29,a4d4 d7d4 c5d4 d3d2 d4c3 d2d1q,2037,75,87,215,advancedPawn crushing endgame long promotion,https://lichess.org/hU93WCHY#57,
vIcMY,1R6/3r2p1/r4ppk/p2Bp3/2P2bPP/1P6/P3K3/2B5 b - - 4 38,g6g5 b8h8 h6g6 h4h5,1601,79,98,1428,endgame mate mateIn2 short,https://lichess.org/DcSNuNUk/black#76,
wMGHq,6n1/8/2k3K1/6P1/8/5P2/8/8 b - - 0 59,c6d5 g6f7 d5e5 f7g8 e5f5 f3f4 f5f4 g5g6,1931,75,98,703,crushing endgame knightEndgame quietMove trappedPiece veryLong,https://lichess.org/AkP6pNB4/black#118,
STSwg,r2q1rk1/3nbppp/B2ppn2/8/4bB2/2P2N1P/PPN1QPP1/R4RK1 w - - 1 16,a6d3 e4d3 e2d3 e6e5,1889,77,87,1192,advantage middlegame short,https://lichess.org/b3XJMsld#31,Sicilian_Defense Sicilian_Defense_Bowdler_Attack
74WqT,8/PR6/5pk1/3b1p2/1p3P1p/1P4rP/7K/1R6 w - - 0 49,b1g1 g3g1 b7g7 g6g7,1468,79,93,1041,crushing endgame short,https://lichess.org/ssgp0Hav#97,
TEVFw,rnb2k1r/p3nppp/2pNp3/6q1/Pp1PP3/R4Q2/1P3PPP/4KB1R b K - 3 12,b4a3 f3f7,508,86,100,189,mate mateIn1 middlegame oneMove,https://lichess.org/3rdPU7Ou/black#24,Queens_Gambit_Accepted Queens_Gambit_Accepted_Rosenthal_Variation
gXTl4,2kr3r/pp3p2/4b2p/2b3p1/8/3P1BP1/PP3PP1/RN3RK1 b - - 0 18,d8d3 f1c1 b7b6 b2b4 c8b8 b4c5,1648,75,85,125,crushing long middlegame pin,https://lichess.org/ia0Vs9QY/black#36,Scandinavian_Defense Scandinavian_Defense_Modern_Variation
UBThY,r2q3k/2p3bp/bpP3p1/pN3p2/8/PQB1P3/1P4PP/2KB4 b - - 0 25,d8d3 c3g7 h8g7 b3d3,1007,76,89,576,crushing discoveredAttack middlegame short,https://lichess.org/Wfyp2p3P/black#50,
MPd16,6k1/p4p2/4n3/5B2/2R3pq/6N1/P1P2PP1/6K1 b - - 0 37,h4g5 c4g4 g5g4 f5g4,1735,78,84,74,crushing endgame master pin short,https://lichess.org/Bni1jMnd/black#74,
LyDNa,5rk1/1p3p1p/p1n5/3p4/3P1N2/P2B2b1/1P6/R2QrKRq w - - 3 25,d1e1 h1f3 e1f2 f3f2,1684,75,91,2023,fork mate mateIn2 middlegame short,https://lichess.org/uuUOEjXu#49,
CwvC9,3rkb1r/Qp1qpppp/5n2/8/2b5/P1N5/1P2NPPP/R1B2RK1 w k - 0 13,f1d1 d7d1 c3d1 d8d1,762,92,92,300,backRankMate mate mateIn2 opening short,https://lichess.org/XmaewgNE#25,Scandinavian_Defense Scandinavian_Defense_Panov_Transfer
wVoeB,6rk/4q2p/p3p3/1p2Npp1/5P2/1P5Q/P2r1P1P/6RK b - - 0 32,g5g4 h3c3 e7b7 f2f3,2298,77,80,333,advantage defensiveMove endgame short,https://lichess.org/31tePFEb/black#64,
cR7U6,6k1/KR6/P7/7r/5p2/8/8/8 b - - 0 53,h5a5 a7b6 a5a1 a6a7,1654,81,83,66,advancedPawn crushing endgame rookEndgame short,https://lichess.org/jBM921Bt/black#106,
G8XRX,r2q1rk1/5ppp/p3p3/1p1nP1b1/P1pPbP2/2P5/1B1QB1PP/3RNRK1 b - - 0 18,g5f4 f1f4 d5f4 d2f4,1075,86,88,1389,advantage middlegame short,https://lichess.org/qTDjoOjW/black#36,English_Opening English_Opening_Symmetrical_Variation
kDdEL,R7/P5r1/8/2p1p3/2p1k3/2P5/1PK5/8 b - - 2 45,e4e3 a8e8 g7a7 e8e5 e3f4 e5c5,1285,76,98,2119,advantage endgame long rookEndgame,https://lichess.org/lQp1U7y9/black#90,
tHtzu,8/7p/4k1p1/5pKP/8/6P1/5P2/8 b - - 5 50,e6f7 g5h6 g6h5 h6h5 f5f4 g3g4,2554,118,91,1532,crushing defensiveMove endgame long pawnEndgame,https://lichess.org/XhZRzjuf/black#100,
hgEwd,rr4k1/2q1bppp/p2p4/1p1bpP2/4P1n1/PB1QB3/1PP3PP/2KR2R1 w - - 0 18,d3d5 g4e3 d5f7 g8h8 f5f6 g7f6,2061,75,93,3641,advantage fork long middlegame,https://lichess.org/kSMolIAH#35,Sicilian_Defense Sicilian_Defense_Najdorf_Variation
RCApS,3r2k1/p4pp1/8/2PpQ3/r5P1/4PKR1/PR3P2/7q w - - 1 33,f3e2 d5d4 e5e7 d4d3,2032,76,87,98,crushing endgame short,https://lichess.org/4SjJFUB6#65,
hHYtW,r4r1k/ppq3bp/2pn4/4p1N1/2P2pbB/1QN2P2/PP4P1/3R1RK1 b - - 0 20,g4d7 c4c5 d6f5 g5f7 f8f7 b3f7,1693,75,92,1616,crushing long middlegame,https://lichess.org/NXvvNnHE/black#40,
sap9P,8/p4p2/8/4P3/7P/3k4/8/7K b - - 0 42,a7a5 e5e6 f7e6 h4h5 a5a4 h5h6,2194,76,87,85,crushing endgame long pawnEndgame quietMove,https://lichess.org/WDUVL7pF/black#84,
XFvbx,6r1/1kp5/5RP1/2p4p/P1N4P/1PP1p1P1/4r1K1/8 w - - 5 42,g2f3 e2f2 f3e3 f2f6,807,102,95,268,crushing endgame short skewer,https://lichess.org/FjbVkUgg#83,
TtSQm,r6r/1pk2pp1/p1nb1n1p/3p1B2/1P6/2N5/PBPPKPPP/R6R w - - 0 17,a2a3 c6d4 e2f1 d4f5,1071,75,97,1177,advantage fork middlegame short,https://lichess.org/MTvjLXQB#33,Italian_Game Italian_Game_Two_Knights_Defense
XUs6V,r1q2rk1/3n1ppp/p2bp3/1p1p2B1/2nP4/2P2N1P/PPQ2PP1/1BR2RK1 b - - 7 18,h7h6 c2h7,648,97,88,42,mate mateIn1 oneMove opening,https://lichess.org/MBdLW8DQ/black#36,Caro-Kann_Defense Caro-Kann_Defense_Exchange_Variation
XZgZp,7Q/p3p3/3qk1p1/3p3p/3Pn1n1/2P5/PP4PP/RN3RK1 w - - 3 19,h2h3 d6h2,531,94,100,193,mate mateIn1 middlegame oneMove,https://lichess.org/b3UTo1Oo#37,
uu0KK,rn1qk2r/pb4pp/1p2p3/1p2N2Q/3Pp3/2P5/P4PPP/R3K2R b KQkq - 1 14,e8f8 h5f7,854,80,87,202,mate mateIn1 middlegame oneMove,https://lichess.org/Jflfewh8/black#28,Queens_Gambit_Declined Queens_Gambit_Declined_Ragozin_Defense
1126S,2kr4/1bpr1ppp/p1n5/Np1N4/8/1P1R4/2P2PPP/3R2K1 b - - 1 26,c6a5 d5e7 c8b8 d3d7 d8d7 d1d7,1217,75,95,1445,advantage deflection discoveredAttack long middlegame queensideAttack,https://lichess.org/NAhcJM2R/black#52,
uUdDe,1Q6/P6p/8/5Kpk/5p2/7P/6q1/8 b - - 1 67,g2h3 f5f6 h3c3 b8e5 c3c6 e5e6,1922,76,90,463,crushing defensiveMove endgame long queenEndgame,https://lichess.org/v7rDz12w/black#134,
mHa3f,8/8/3k1p1p/2pB4/b1P2PKP/8/8/8 b - - 1 71,a4c2 g4h5 d6e7 h5h6 e7f8 d5e6,2123,74,84,98,bishopEndgame crushing defensiveMove endgame long master,https://lichess.org/yqoMc6Lg/black#142,
Ei86c,7r/pp4pp/3k1p2/3N4/3nPPn1/1B6/PPPK3P/7R w - - 1 21,h1g1 d4f3 d2e2 f3g1,1021,101,100,36,advantage endgame fork short,https://lichess.org/3YsB1LFf#41,
cYuVb,Q4b1r/p4p1p/1p2kp2/2q1p3/4P3/2P5/PP3PPP/2KR3R w - - 0 18,d1d5 f8h6 c1b1 h8a8 d5c5 b6c5,1527,74,91,2140,advantage discoveredAttack endgame long,https://lichess.org/435OuQSc#35,Philidor_Defense Philidor_Defense_Other_variations
YOFC0,r5k1/ppp2ppp/3q1n2/3P3r/8/2N3P1/PPP1Q2P/R4RK1 b - - 0 15,a8e8 f1f6 e8e2 f6d6 c7d6 c3e2,1546,77,85,56,advantage long middlegame,https://lichess.org/ok5OGXgk/black#30,Kings_Gambit_Accepted Kings_Gambit_Accepted_Modern_Defense
Xom2D,8/7p/R4bkB/1PP3P1/8/P7/5rPK/4r3 b - - 0 41,e1e2 a6f6 f2f6 g5f6,820,76,100,157,advantage endgame short,https://lichess.org/7EI7Pls0/black#82,
UEkzf,3rq1k1/p4ppp/1p6/2p1N1P1/P1Q5/4R3/5PP1/6K1 w - - 6 27,e3f3 d8d1 g1h2 e8e5,874,92,95,134,advantage endgame short,https://lichess.org/LQt19wNR#53,
IcOY3,8/3n1k2/p1qPp3/P3Pp2/2P4r/6R1/5P1P/2Q3K1 b - - 1 34,d7e5 c1g5 h4g4 g5e7 f7g8 g3g4,2553,87,85,67,advantage endgame long,https://lichess.org/xzMqxiDl/black#68,
wDpT3,k3q1nr/7p/1QbR1p2/6p1/2B2p2/7P/PPP3P1/2K5 b - - 0 24,e8e3 b6e3 f4e3 d6c6,1463,77,94,612,advantage middlegame short,https://lichess.org/Yc3JngAu/black#48,
6H2fP,5rk1/p5p1/2PQR2p/1q6/8/1KP5/P7/8 w - - 1 30,d6b4 b5d5 b3a3 d5e6,1267,75,92,173,crushing endgame fork short,https://lichess.org/wYRJWshM#59,
kAnUY,8/8/8/4k3/2p3BP/3p2K1/6P1/8 w - - 0 49,h4h5 c4c3 h5h6 e5f6 g4f5 c3c2 h6h7 f6g7 f5d3 c2c1q,1970,79,92,387,advancedPawn bishopEndgame crushing endgame promotion veryLong,https://lichess.org/aLKLNru5#97,
Ylqia,8/8/8/7p/2PK2k1/R7/P1r5/8 w - - 1 45,a3c3 c2c3 d4c3 h5h4 c4c5 g4f5 c5c6 f5e6 c3d4 h4h3,2210,76,98,397,crushing endgame quietMove rookEndgame veryLong,https://lichess.org/AFcdg9Yr#89,
ubVYl,3r1r2/pppq1pk1/2n1b2p/6pQ/3PB3/P1P3B1/5PPP/R3R1K1 w - - 3 19,f2f4 e6g4 e4c6 b7c6,1843,75,95,17289,advantage middlegame short,https://lichess.org/Hw7nyAWg#37,French_Defense French_Defense_Exchange_Variation
fN7qy,1r6/K2k4/4p1p1/5pP1/3PpP2/2R1P3/8/8 b - - 11 52,b8c8 c3c8 d7c8 a7b6 c8d7 b6b7 d7d6 b7c8 d6c6 c8d8,2377,79,86,102,crushing defensiveMove endgame rookEndgame veryLong zugzwang,https://lichess.org/4WlJnlBr/black#104,
CCG5E,2r1r2k/p5p1/1p5p/3B3q/2P3nB/1P4Q1/P5PP/5RK1 b - - 11 35,g4f6 f1f6 h5d1 f6f1,1795,74,95,18055,advantage middlegame short,https://lichess.org/1o88FYDo/black#70,
qtduJ,5r1k/5Qpp/8/3pP3/2b5/7P/6P1/R5K1 b - - 0 28,f8f7 a1a8 f7f8 a8f8,597,93,88,268,backRankMate endgame mate mateIn2 short,https://lichess.org/5t9RBchu/black#56,
H9WMe,2bk4/8/1K6/2P5/1P6/8/8/8 b - - 10 62,d8d7 b4b5 d7d8 c5c6,2199,88,89,1125,bishopEndgame crushing endgame quietMove short zugzwang,https://lichess.org/SlV9upn5/black#124,
jvZoK,4Rr1k/1p4b1/3p2Qp/p1p3p1/2P5/P2P4/5P2/1q1K1R2 w - - 2 35,d1e2 b1c2 e2e3 g7d4 e3e4 c2e2,1629,76,88,458,crushing endgame long,https://lichess.org/fH9mayOL#69,
M4b4s,4rqk1/p5bp/1p6/1b1P4/5p2/2P1N3/P2Q2PP/2RR2K1 w - - 0 26,e3g4 e8e2 d5d6 e2d2,1966,79,93,599,advantage master middlegame short trappedPiece,https://lichess.org/ZnMB9lrS#51,
U6jzX,6k1/5p2/8/p3p3/P2r2P1/8/1P2K3/3B4 b - - 1 41,d4d1 e2d1 g8h7 b2b4 a5b4 a4a5 b4b3 a5a6 b3b2 d1c2,1851,74,86,361,crushing endgame hangingPiece quietMove veryLong,https://lichess.org/WXZpQlKZ/black#82,
G6WBr,1nk2q2/Rbp5/7p/1P1pP3/Q2P4/2P3pP/3N2P1/6K1 w - - 0 25,b5b6 f8f2 g1h1 f2e1 d2f1 e1f1,1425,74,97,3189,endgame fork long mate mateIn3,https://lichess.org/baaVjrOm#49,
PXPEj,rn1qkbnr/pb1ppppp/1p6/2p5/2B1P3/3P1N2/PPP2PPP/RNBQK2R b KQkq - 0 4,h7h6 c4f7 e8f7 f3e5,1412,78,87,1036,attackingF2F7 attraction crushing opening sacrifice short,https://lichess.org/ZRLMeuLC/black#8,Sicilian_Defense Sicilian_Defense_Katalimov_Variation
iVwyp,8/8/1p6/p3kpP1/8/1P3K2/P7/8 b - - 1 52,f5f4 g5g6 e5f6 f3f4,991,84,90,1837,crushing endgame pawnEndgame short,https://lichess.org/RNqHia1K/black#104,
qfHY3,rn4k1/pbpp2pp/1p2p2q/4Np2/1PPP4/P2BP1P1/5P1K/2RQ1R2 w - - 1 18,h2g1 h6h1,724,81,85,103,mate mateIn1 middlegame oneMove,https://lichess.org/pU0QoObK#35,Indian_Defense Indian_Defense_London_System
to9QW,3q1r1k/2p4p/5b1P/p1pPpB2/1rn1Pp2/2N2P2/P1Q5/2K3RR b - - 1 27,d8b8 g1g7 f6g7 h6g7,2075,78,80,67,advancedPawn advantage kingsideAttack master middlegame sacrifice short,https://lichess.org/irU4Rgpf/black#54,
qYZyu,r2qr1k1/pppbbp1p/2n2np1/4p1B1/3P3Q/2NB4/PPP1N1PP/R4RK1 b - - 5 14,e5d4 f1f6 e7f6 g5f6 d8f6 h4f6,2092,76,81,221,crushing long middlegame,https://lichess.org/AV9YK9PJ/black#28,Blackmar-Diemer_Gambit Blackmar-Diemer_Gambit_Ryder_Gambit
auQoc,8/8/1K6/1P6/2P3kp/8/8/8 w - - 0 54,b6c6 h4h3 c6c7 h3h2 b5b6 h2h1q,569,104,85,904,advancedPawn crushing endgame long pawnEndgame promotion,https://lichess.org/i15S6LWS#107,
44Uwt,5rk1/3r1p1p/3p1bpP/2pB1P2/1p3PR1/pP6/P1P5/1K2R3 b - - 2 30,f8d8 f5g6 h7g6 g4g6 g8h7 g6f6,1715,191,85,6,crushing endgame kingsideAttack long pin,https://lichess.org/mNH9APss/black#60,
